C: Phosphatase	C: Kinase	N: NumberPSM	T: Index	T: Gene	4Hr-AGB1.01	4Hr-AGB1.02	4Hr-AGB1.03	4Hr-AGB1.04	4Hr-AGB1.05	24Hr-AGB1.01	24Hr-AGB1.02	24Hr-AGB1.03	24Hr-AGB1.04	24Hr-AGB1.05	4Hr-Cis.01	4Hr-Cis.02	4Hr-Cis.03	24Hr-Cis.01	24Hr-Cis.02	24Hr-Cis.03
		6	Q13574	DGKZ	481674.826	457242.5062	473793.8676	487958.8623	483715.7541	556838.7171	537833.4651	480407.7835	509845.2867	479975.0872	466817.7847	477585.6622	430722.7498	466558.9977	507131.3723	467821.9408
		66	Q13576	IQGAP2	8090514.387	7296635.724	8577346.667	7905361.469	7803554.57	8434668.862	9317425.837	8995674.32	9753577.167	10009731.91	8466298.942	8342798.671	8059729.56	10608372.47	9935767.612	9947482.326
		38	Q13586	STIM1	8462192.065	7515824.768	7682795.916	8297814.644	7843684.088	5642096.849	5417140.205	5073324.463	5457845.028	5729588.113	7507494.072	7624968.781	8074827.446	5514122.93	5421272.143	5705413.425
		9	Q13595	TRA2A	12172312.99	15172968.16	12246787.29	12754473.41	11211686.7	21311074.51	16801654.85	21695612.79	19406007.51	20263780.23	11332006.51	12395387.18	12391092.01	16089319.81	18931691.73	19107027.26
		33	Q13596	SNX1	20241319.44	20127993.14	20320041.32	19853637.22	21423635.73	22837477.95	23401537.77	23601905.43	23044194.44	23424257.79	20556623.78	20047235.95	21309597.39	23949629.47	22358189	23299570.1
		9	Q13601	KRR1	7812755.31	9296782.028	8622052.999	7838792.469	7774939.401	9553513.628	9443563.97	9406978.654	9686204.289	9776590.534	8361324.129	7688123.07	8853398.933	8518689.056	9504636.354	9237685.504
		10	Q13608	PEX6	1337771.236	1279190.767	1299837.64	1297767.04	1316978.169	1202995.654	1267188.748	1211027.336	1259482.809	1243780.092	1356633.883	1376239.38	1251216.489	1293366.753	1180936.532	1310603.628
		22	Q13610	PWP1	8486275.002	9188513.161	8279429.899	8463951.911	8580914.627	8312206.126	8515737.215	8202885.158	8114101.957	8383376.546	7767398.212	7864371.265	9087802.177	8148482.618	8180173.431	7603857.159
		42	Q13616	CUL1	7155395.101	7406702.706	6958283.36	7120267.441	7589639.868	7948217.934	8523414.13	8626237.46	8410732.377	8088271.531	7263331.521	6814611.59	6912135.172	8442857.889	8368861.841	8331818.607
		24	Q13617	CUL2	2859239.422	2820852.891	3087911.554	2989349.191	2656876.983	2709696.799	2908613.154	2713643.931	2670724.998	2607796.749	2869961.594	3082565.245	2791869.351	2625389.419	2714396.417	2817140.331
		37	Q13618	CUL3	13164049.31	14293937.01	13785038.87	12915498.57	13836732.89	15508974.95	15475685.72	15875514.36	15475685.72	15890927.54	14183399.25	14305831.32	15259453.94	15395442.52	15547723.28	15512200.28
		30	Q13619	CUL4A	10089840.27	9552851.452	10232107.57	11621556.75	10796048.3	12137769.56	11665137.69	12233212.7	11525292.26	11475868.45	10535825.35	10153684.49	10397980.36	11704013.48	11998909.84	11807498.37
		56	Q13620	CUL4B	15866713.55	14878234.44	15133055.77	16002566.85	15603864.07	15811818.89	16214711.29	15517577.33	15526184.49	15549878.8	16029210.13	15599538.36	15917384.94	15378377.89	16114990.48	16234954.44
		5	Q13625	TP53BP2	744184.0788	692233.8668	829797.6236	677659.0178	731957.3186	937461.5539	958952.6129	895106.6121	928537.0813	957624.1434	828131.3004	709085.4659	673818.2603	931244.1939	820702.601	761349.8408
		15	Q13630	GFUS	11478255.04	13375597.47	12478143.76	13029695.2	11828796.82	14817513.13	14389369.07	14889582.85	15589809.9	15769132.93	12349078.03	12753589.37	12917289.16	16157492.66	14304839.75	15022275.23
		2	Q13636	RAB31	432158.1969	480441.084	483682.2266	466914.8668	430245.3278	314543.4948	352777.7387	344370.014	339958.7082	330067.1418	481140.9276	368243.3636	446128.5652	338735.5785	339770.2473	383243.0225
		14	Q13637	RAB32	10217932.68	9614630.608	9195521.723	9707039.958	10341914.88	11676463.1	11032833.33	10845550.89	11413199.91	11506932.84	10084945.84	9702331.215	9720506.105	11334363.18	11042779.4	11364256.78
		4	Q13641	TPBG	1210523.789	1074698.093	1115918.319	1155671.549	1114217.925	973957.9766	951141.1972	1037154.938	938827.1251	984137.2462	1131025.48	1211951.05	1164355.357	995319.3737	994422.904	959351.513
		10	Q13642	FHL1	1198667.423	1288713.378	1422206.969	1233990.622	1348570.955	1212455.191	1209601.162	1162420	1235702.483	1158880.197	1398549.61	1203913.242	1191130.457	1162903.538	1041621.715	1274411.712
		5	Q13643	FHL3	1211279.188	1188079.544	1199997.525	1125863.114	1141263.108	648838.5443	607363.2114	608332.2654	717838.6114	708152.2294	1266574.054	1203913.242	1249396.532	700633.2839	621976.2643	711054.1962
		1	Q13651	IL10RA	1068532.975	961481.7845	1111364.013	1134716.134	1094014.175	963282.88	1010263.36	867978.6313	980188.7073	828073.9008	1041838.337	1010893.792	1042922.121	939022.369	1066682.952	988649.7631
		1	Q13670	PMS2P11	298816.4405	331396.7664	275615.9779	279851.1208	275711.5156	271087.6756	282658.391	273048.9342	263693.046	267133.2438	292829.2211	315832.4758	285137.8433	255364.7736	300665.5398	277110.1444
		12	Q13685	AAMP	9406326.635	9851418.215	10331167.76	9121249.254	9884934.667	10292570.54	9731292.471	9241528.149	9574063.871	8554191.061	9856882.517	9253065.675	9913066.652	9489495.769	9283259.392	9130737.738
		6	Q13686	ALKBH1	7429326.502	7250756.026	7695587.292	8357847.475	6721258.685	8007386.427	7992414.639	7588587.793	8440517.356	8324891.277	6619083.317	7492418.214	8588055	8082106.882	7097600.787	9068924.258
		27	Q13724	MOGS	12163878.71	11683749.53	12373926.21	11841101.86	12272280.27	13838651.2	14028914.04	13856888.43	13886695.52	13378379.13	11734882.01	11984779.25	11736508.92	14220806.99	14249421.36	14042534.39
		1	Q13733	ATP1A4	112230.0898	91799.58429	103638.463	105720.8204	111092.354	163134.2294	154977.5804	138123.5697	139654.2545	126177.9245	118448.4669	98340.63156	102048.8218	154762.8847	144428.9073	141182.329
		28	Q13740	ALCAM	25784486.88	26483675.08	25702404.57	24515655.48	27754146.65	33046634.09	33214272.98	34022834.42	33429072.69	33000853.46	27480406.32	27118987.88	29067426.27	33947452.99	35506996.66	32326186.77
		4	Q13751	LAMB3	603962.7303	525707.2115	526035.2671	578998.4658	486945.2346	393580.7132	383269.5878	346188.9139	355798.2773	355822.9403	572136.5556	543680.6662	506148.0801	416281.5233	417929.4795	402938.4628
		2	Q13753	LAMC2	50556.18568	88396.40026	50985.52155	60100.94271	66968.73053	31675.94412	29688.15875	30505.88575	39649.08632	29869.80088	59060.25643	67336.44798	57652.67788	37601.43238	33980.04164	43028.35304
		24	Q13769	THOC5	8005721.511	7108925.08	6923163.552	7481520.116	7736233.987	7829018.381	7603857.159	7856743.333	7871460.975	7747503.119	7270383.323	6931806.731	7149445.885	7833360.914	7933906.693	7837162.607
		2	Q13772	NCOA4	194458.1263	166989.747	147596.6038	176890.8625	136099.2886	92958.55356	108384.5806	119206.2208	103825.4069	93055.25476	155515.6236	145938.3983	159876.6807	106301.321	94714.65187	118760.8666
		4	Q13795	ARFRP1	678787.2779	686214.4594	740736.0366	616140.5666	641282.2723	1185036.446	1055430.39	1221904.413	1190222.611	1257127.895	786397.9308	733023.5382	679022.5684	1386772.786	1239305.124	1204664.517
		14	Q13796	SHROOM2	796878.3631	862999.3816	809572.0741	842373.1928	779181.5548	559857.4455	620297.1626	607152.7518	675642.2399	663345.0583	848467.5742	791977.5447	849114.7451	605429.7318	607784.3494	572533.2679
		258	Q13813	SPTAN1	63651889.27	67220596.08	62523707.79	64143511.51	64728601.58	59607891.24	57725282.8	57693281.98	58983168.97	58685469.46	61958548.04	62610444.16	63050304.4	56572594.47	57909632.28	58389272.49
		30	Q13823	GNL2	6060057.282	7267864.037	6295982.063	6447015.405	6677145.281	6123818.102	5952234.769	5837017.65	5579096.211	5636624.38	6476576.592	6032397.223	6182676.115	5796698.424	5519476.465	5936165.977
		9	Q13825	AUH	3223060.86	3218149.684	3026879.894	2915475.968	3105512.62	3685426.102	3757131.029	3722395.713	3872409.252	3557173.716	3192820.464	3135578.049	3035283.832	3609831.335	3828638.456	3601583.695
		8	Q13829	TNFAIP1	1145066.536	1279989.017	1238188.9	1055503.55	1082398.264	1238188.9	1285679.843	1234675.082	1202078.765	1216748.867	1099868.793	1125941.156	1222666.915	1224617.692	1254690.412	1212455.191
		54	Q13838	DDX39B	209794265.1	224587127.6	196111649.9	204978876	203154207	232120709	228417825.4	234709338	235181608	222572483	202002793	200385100.4	185700183.5	209169897.3	229751652.9	235622161.9
		23	Q13867	BLMH	13798422.45	12594582.82	14853504.28	12465176.72	13551037.72	14964077.43	15001464.36	15604945.69	13951336.51	15135153.8	12537966.11	13358919.61	13421103.86	15529413.41	16733083.64	15873313.7
		15	Q13868	EXOSC2	8925490.352	9364042.165	9524421.254	8488628.223	9151647.162	9591333.64	9289052.397	9663403.685	8679015.681	8378729.104	8828274.147	8798340.472	9998636.92	8591031.909	9438983.035	9369236.132
		13	Q13884	SNTB1	796326.2005	737252.866	949362.8036	849467.9555	660454.6606	906281.6824	845532.0994	864615.9949	985229.2948	940650.9814	944833.1121	963483.2098	912711.89	912711.89	1064319.596	864675.9276
		6	Q13885	TUBB2A	11920984.08	12151238.24	11664329.15	12038897.98	11478255.04	14296909.66	13183224.97	13811819.02	12605063.06	12908338.68	11777255.13	11226461.99	10321147.2	12828062.93	14556901.82	13271241.48
		6	Q13887	KLF5	930727.9456	1038377.79	918232.5189	1058580.828	871354.3456	952460.6733	942935.7853	972676.138	929825.1996	861624.6508	1061814.266	923082.4564	848997.041	900770.4658	943524.2028	1060857.906
		9	Q13888	GTF2H2	1309604.724	1358610.049	1345489.778	1285590.729	1426748.88	870147.2289	1254168.709	1025716.069	1161534.037	989815.4254	1278747.51	1289338.818	1386292.251	1257825.188	1085102.577	1217845.763
		5	Q13889	GTF2H3	1762632.157	1579350.556	1525340.607	1723488.211	1740053.218	1664779.876	1592983.618	1508935.805	1548993.866	1661897.53	1596742.231	1660055.448	1746215.28	1502152.653	1617013.172	1629615.3
		21	Q13895	BYSL	13063154.62	15103713.83	13369109.16	12485930.46	13356141.99	14486442.36	14086403.71	14062014.97	13803205.45	14480418.87	13553855.88	13599026.1	13596198.55	13588661.31	13670853.69	13728779.13
		5	Q13901	C1D	2437887.295	2676655.43	2238808.966	2166297.571	2216266.59	1708619.829	1590887.072	1754222.116	1797424.822	1800292.631	2271793.07	2327419.761	2129967.52	1752399.163	1604953.424	1874403.341
		15	Q13907	IDI1	8757574.953	7712675.596	9120617.039	7634488.124	8595797.11	9819376.567	9780657.349	10068880.84	10277599.48	9056988.531	8018494.72	8613690.165	7784645.974	9671444.822	9566766.794	8890912.106
		11	Q13948	CUX1	8442272.695	8525186.709	9005032.174	8668794.785	9590668.842	7760940.158	8945929.759	8753326.782	9274255.23	8780672.455	8250785.247	8672400.785	9066410.167	9402415.467	7975259.326	8153002.349
		13	Q13951	CBFB	6755354.271	6868673.131	6029888.941	6825011.281	6875818.347	8695273.645	8457500.93	8765469.885	8354372.266	8560122.43	6317840.129	7197677.343	6980988.964	8545894.048	8171106.357	8545894.048
		5	Q13952	NFYC	3102930.602	3861955.205	3838470.155	3411323.161	3963929.848	4417503.968	5044570.46	5106842.022	4678128.306	5260250.232	3762082.354	3749066.538	4195467.069	4833711.709	4057050.978	5028511.579
		19	Q14004	CDK13	4487560.629	4437144.174	4867332.832	4755613.375	4416279.346	4594256.58	4539808.463	4501891.949	4738503.261	4864634.558	4238434.32	4387902.383	4578679.019	4611804.737	4097180.44	4379091.002
		115	Q14008	CKAP5	16200106.93	16459304.05	17189211.12	17314771.35	16997273.39	21545750.25	22154554.8	20827697.17	20658039.36	20518188.09	17259651.52	17335186.24	17412258.41	21404339.78	21019135.53	19900481.47
		5	Q14011	CIRBP	8249069.723	10386455.03	9978558.579	6672056.153	6898733.026	6509430.955	5958839.671	7682795.916	8598776.703	8296664.402	6947680.595	12154607.75	7487745.658	6762381.605	5608563.984	6158296.931
		22	Q14019	COTL1	63273584.84	60599392.7	56333899.33	53417162.25	57797349.56	29514079.27	31817121.83	31755430.66	30947080.96	29748219.78	54174102.06	57278882.09	53450496	30415428.63	30373293.11	34074756.22
		2	Q14032	BAAT	590140.9315	562892.5389	576435.6352	559663.4473	610317.3169	202491.244	233829.9171	203645.4422	288837.7933	274986.2583	646952.3806	584401.356	683935.1447	294702.5463	269588.6064	256998.4264
		5	Q14061	COX17	8287468.207	5684886.047	6219210.423	6892041.701	8853398.933	1096063.536	1296238.716	1021246.71	1742104.819	1430214.397	9611965.236	4347335.478	7703058.761	1528939.617	1401072.324	1389948.501
		1	Q14094	CCNI	20239.69599	23072.71248	25773.48489	31540.10844	28633.17435	21470.97373	22811.91592	28166.64284	30622.40559	28670.9085	19173.15319	25655.84638	27252.48185	30069.22366	18893.46905	34466.32839
		22	Q14103	HNRNPD	211825348.2	198037719.5	215110096.4	159900587.7	191159280.3	218612400.9	202844648.4	224992239.6	211165660	224213825.6	182370861.6	197914215.6	179934925.4	207811463.7	208822221.3	195000151
		13	Q14108	SCARB2	8101737.999	6778337.307	5198990.182	5488574.239	5827719.465	6332746.944	6411808.914	7156883.178	6771293.391	6353411.357	5821663.413	5229349.267	6053340.189	6211025.241	5872730.487	6408254.438
		9	Q14114	LRP8	1447969.718	1642771.052	1720504.22	1467877.353	1640267.861	1987329.967	1993123.948	1982239.702	1857846.659	1968683.826	1614661.145	1457636.945	1704716.023	1749001.384	1659365.194	1749728.924
		29	Q14116	IL18	68756844.5	67777354.94	65242105.24	63488853.95	67810248.7	69692496.51	71631955.93	81539738.82	76132018.85	77387649.21	63559304.4	65732339.61	64549384.36	73742858.24	71305004.54	72165201.87
		22	Q14118	DAG1	6137416.241	6960212.874	6256394.263	6432731.314	6030306.915	6110673.637	5739923.188	5340339.388	5790273.243	5783855.184	6126365.456	6231292.463	6325289.146	5903339.98	6004863.413	5504194.422
		5	Q14119	VEZF1	2115841.314	2366953.61	2187573.409	1621839.922	1692002.184	1583735.522	1240336.378	1331665.216	1640154.17	1528303.881	1789220.794	1724324.656	1513754.691	1342974.052	1393421.212	1451889.272
		5	Q14123	PDE1C	223482.1377	208545.116	189271.8064	258105.2569	212971.3737	264040.5532	218716.1155	272141.9809	262671.4727	279095.6281	198778.1973	235652.2613	216079.0984	247059.6702	253829.4608	247865.8516
		63	Q14126	DSG2	24044440.16	25301156.58	23500693.58	25359096.33	24327757.42	25574452.16	24802805.84	24835492.15	26110015.89	25142068.27	23159487.62	24517354.84	22365939.11	22752157.16	25805942.74	25246848.93
		2	Q14129	DGCR6	263492.0667	307259.9064	243945.6108	246854.2572	280958.9826	102417.3067	123632.6271	109692.0923	86745.42195	110432.095	272576.1862	281641.4208	281739.0472	130184.6657	121222.6701	145413.3299
		3	Q14135	VGLL4	531643.6372	490298.2205	531827.9228	609809.8803	591082.5073	475537.6357	524687.9021	480074.9056	505727.253	453800.9174	583915.4667	604423.4045	583187.3901	489924.5293	509068.404	489381.4868
		36	Q14137	BOP1	18125280.67	20150328.18	18956640.81	19190646.79	19407352.67	17638199.95	16923211.06	17435205.1	17792920.55	17033835.66	18308369.78	16990205.89	16941989.91	16130636.15	17069293.38	17219023.58
		15	Q14139	UBE4A	4587256.028	4318802.762	4641629.696	4127680.861	4927416.524	4975810.114	5341449.996	4858232.15	4811982.616	4855202.372	4786368.358	4528494.266	4495032.138	4483518.749	4871383.05	4282732.089
		3	Q14141	SEPTIN6	660637.8029	728565.9269	763993.056	735262.5608	732566.3969	1028492.612	892009.7785	950811.6139	987827.7693	995319.3737	753266.0592	657576.8572	746146.8131	919633.8217	887999.907	935903.3332
		1	Q14142	TRIM14	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	463753.9358	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	615457.6236
		3	Q14145	KEAP1	773370.3881	672418.5504	583713.1321	675923.29	639462.3971	500149.5448	434199.9397	423910.4483	450260.3769	447739.477	669535.0237	686499.9073	576635.4472	418712.3658	461093.563	452074.1814
		28	Q14146	URB2	2553598.007	2633043.636	2658166.421	2581539.067	2530164.93	3250882.542	3201907.057	3064032.141	3123430.504	3018917.707	2652093.117	2648969.863	2430294.976	2994118.728	2860825.36	3105512.62
		16	Q14147	DHX34	2750190.264	2659272.151	2788968.095	2993911.198	3017453.274	3531378.428	3503098.2	3327483.312	3326560.865	3305185.928	3056395.901	2865787.091	2923570.6	3500428.239	3604330.813	3424590.368
		14	Q14149	MORC3	880522.2899	856028.913	859775.2172	926415.5861	984069.0334	1080748.947	1114449.644	1083674.46	1074176.772	1037730.218	990501.751	909617.1944	949560.2386	1029419.796	1030776.414	1034570.121
		49	Q14151	SAFB2	24420679.37	27028910.05	25366128.33	27508993.13	27391026.55	21054131.08	20125203	22601262.07	19852261.12	20800285.57	21408791.15	24568390.29	22959692.75	20735507.19	22191440.75	23327041.33
		132	Q14152	EIF3A	55224304.18	56741462.48	54649312.09	50539217.8	52492209.9	41310351.5	36621816.07	39886577.46	38527894.21	40860400.24	48662260.39	51028503.61	53665813.08	39138903.42	40502285.94	40370552.63
		17	Q14155	ARHGEF7	4261707.065	4580901.147	4291944.53	4036854.057	4449155.218	4205366.188	4267619.143	4003138.222	4165331.826	4190526.251	4535405.142	4302071.286	4476686.935	4736532.983	4467077.953	4526925.081
		8	Q14156	EFR3A	747803.6565	806212.1501	829855.1428	833198.0862	762934.6705	912142.6882	743616.8831	836554.4961	811651.0034	831352.0418	746043.3824	818487.013	790168.0569	683224.4126	843191.0336	793076.2201
		42	Q14157	UBAP2L	12395387.18	12252730.91	11573324.42	12817397.28	12260376.95	11986440.81	12131040.82	11762570.22	11689419.9	11986440.81	12270579.09	12149553.84	12021386.79	11828796.82	11406872.84	12042236.33
		1	Q14159	SPIDR	38372.89524	34995.94147	35615.06493	49163.4998	44576.63209	29109.45079	35768.45047	22476.03607	33827.2904	29004.71856	53073.35021	44511.79314	43920.29122	34029.53931	26734.22065	30391.91581
		66	Q14160	SCRIB	7614405.653	7343314.711	7068143.992	7574924.088	7456152.826	7787884.191	7510096.422	7593323.278	7647199.071	7556569.481	6952979.957	7442211.705	7438086.01	7744818.505	7824135.908	7920170.185
		11	Q14161	GIT2	4051711.442	4785704.872	4536348.351	3969428.833	4120248.726	2937790.322	2901565.367	2750952.884	2639439.195	3172524.775	3999809.89	3906377.655	4207990.451	3089838.495	3025621.312	2561930.663
		18	Q14165	MLEC	26454320.03	23556142.99	24744421.88	26452486.42	26240647.8	25820256.56	24971860.92	26034114.48	24710142.59	21253542.63	25976432.96	29150150.58	24624651.99	25011703.77	23971220	25805942.74
		29	Q14166	TTLL12	6592526.342	6712878.035	6647129.361	6818864.093	7426752.14	6733382.542	6657734.922	6300347.618	6508077.498	6386526.227	7244225.375	6760038.348	6808001.858	6590241.942	7054928.349	6680848.903
		1	Q14168	MPP2	1126019.203	1266398.481	1035933.526	1216158.64	1130398.48	1941714.959	1507054.333	1701646.58	1570617.014	1746215.28	1230829.93	1343439.572	1275472.179	1460468.691	2292674.319	1713601.242
		16	Q14181	POLA2	3874557.167	3816714.916	3332099.382	3735836.796	3540201.385	3518429.074	3418424.189	3281445.405	3484934.234	3425065.15	3426252.393	3505770.197	3571008.16	3222167.362	3278035.392	3093267.136
		1	Q14183	DOC2A	17448.31379	7566.969947	9807.705881	11810.6439	9376.930342	11506.80749	9347.727742	11509.9983	16071.311	12406.42644	16848.12004	7863.740506	8514.464016	12049.61975	7536.609877	4367.827
		30	Q14185	DOCK1	3307477.703	3123647.012	3271225.991	3503826.724	2941050.243	2954740.499	3017034.995	3176045.17	3132971.033	3093695.984	3216365.657	3200132.035	3085344.169	3231113.503	2992873.768	3237839.405
		5	Q14186	TFDP1	778857.5697	889786.6947	738173.2846	884314.4882	889725.0215	1119016.594	1086381.962	1143242.481	1047413.737	1062403.225	824008.6748	849762.4096	803255.8182	1093862.523	1014192.444	1044441.314
